1462.0776734816843 -1686.61567019373 ; 1445.211516779747 -1701.236446928547 
227.47744431624426 1964.810460109733 ; 247.12554891734158 1962.5356856665705 
9.559483408357375 1266.0029990003 ; 22.219513398360377 1265.9074041662163 
1833.7936443633498 -1519.000139409005 ; 1818.6036429692597 -1537.3380758526384 
1633.2045517157014 -1683.6240845917573 ; 1616.368310869784 -1699.9561301089143 
-1598.5386103558772 -1972.7198582112103 ; -1618.2658089379893 -1956.7344721076515 
-1195.1515744918268 3.408414801808549 ; -1195.1174903438086 15.359930546726817 
1646.8680544612664 -922.2883760222454 ; 1637.645170701044 -938.7570565668581 
-251.41211968460945 -1581.994501297122 ; -267.23206469758065 -1579.4803801002759 
-928.6874302497775 680.2370815135417 ; -921.8850594346421 689.5239558160395 
-175.27108118850748 -444.0226039476612 ; -179.7113072279841 -442.2698931357761 
-178.8146149392714 375.8787298414303 ; -175.0558276408571 377.66687599082303 
-950.5906508769713 -1817.2976302764973 ; -968.7636271797362 -1807.7917237677277 
-176.701738045241 711.2256028479912 ; -169.58948201676108 712.9926202284437 
305.65525834177396 1023.1342975335534 ; 315.88660131710947 1020.0777449501356 
-568.7536605468367 44.44984017093539 ; -568.3091621451274 50.137376776403755 
104.32331508731924 -522.1989582034399 ; 99.10132550528485 -523.2421913543131 
-12.547432195147746 -812.3476477712354 ; -20.6709086728601 -812.2221734492839 
367.9426357946932 1538.992863728949 ; 383.3325644319827 1535.313437371002 
183.34383160366858 -584.3601136584305 ; 177.50023046708426 -586.1935519744671 
598.1658469021877 -1514.5482388945793 ; 583.0203645132419 -1520.529897363601 
1276.7659332909593 -1933.9230474568844 ; 1257.4267028163904 -1946.690706789794 
-1001.0604721390356 245.52136866871373 ; -998.6052584523485 255.5319733901041 
-681.5973368918048 1492.694521002385 ; -666.670391681781 1499.5104943713031 
-244.8608261172263 1853.9006309474628 ; -226.3218198077517 1856.349239208635 
-784.6458515204565 -930.248504611163 ; -793.9483365665682 -922.4020460959584 
-492.7109261999865 1746.7153085045718 ; -475.2437731149408 1751.6424177665717 
1362.3864407503252 -1090.9943515147575 ; 1351.4764972351777 -1104.6182159222608 
1732.4193738459699 -1499.3958595310075 ; 1717.4254152506599 -1516.7200532694671 
-817.4648420236018 -1595.7685489098972 ; -833.4225275127008 -1587.593900489661 
-328.8970759740933 -590.004447612551 ; -334.7971204502188 -586.7154768528101 
-239.21690806909083 -166.4237376419044 ; -240.88114544550987 -164.0315685612135 
-1812.5873859655615 -695.1714282671434 ; -1819.539100248233 -677.0455544074878 
450.08294577595933 318.29567908284025 ; 453.26590256678776 313.79484962508064 
-561.3305641928597 298.0929586529677 ; -558.34963460633 303.7062642948963 
997.2994074583812 -908.139194097664 ; 988.2180155174045 -918.1121881722478 
-1977.2277323458925 -557.5026657117783 ; -1982.8027590030104 -537.7303883883193 
-893.4995812943743 497.74467818078824 ; -888.5221345125664 506.67967399373197 
-975.70934585585 -1576.4405125112287 ; -991.4737509809622 -1566.6834190526702 
1523.3458781642698 1450.022140095271 ; 1537.8460995652226 1434.7886813136283 
1150.311864767192 1403.6707496566055 ; 1164.3485722637581 1392.1676310089335 
149.4076350794672 -305.92247723587343 ; 146.34841030710848 -307.4165535866681 
1573.3761835536 348.9399488515774 ; 1576.8655830421158 333.20618701604144 
-368.00033208400123 215.7398969701021 ; -365.8429331143002 219.4199002909421 
-306.3275786243644 -442.43425543903305 ; -310.7519211787547 -439.3709796527894 
1274.5895086277624 1443.2009479041394 ; 1289.0215181068038 1430.4550528178618 
1896.6068731381051 1307.7165328133624 ; 1909.6840384662387 1288.7504640819814 
-1775.1255460513146 -631.6901653773398 ; -1781.442447705088 -613.9389099168267 
-882.1679214944801 -184.3449047598523 ; -884.0113705420786 -175.52322554490752 
-1635.9303687616832 1970.2553701456743 ; -1616.2278150602265 1986.6146738332911 
657.0817534956553 132.5850387090501 ; 658.4076038827459 126.01422117409356 
1032.9832092827492 -1486.2755310151674 ; 1018.1204539725975 -1496.605363107995 
349.40289344819104 -579.8139644605907 ; 343.60475380358514 -583.3079933950726 
-1850.919907597648 -33.03841798779054 ; -1851.250291777526 -14.52921891181406 
-1405.9483609793267 1195.6681496663073 ; -1393.9916794826636 1209.7276332761005 
876.3607494720754 1446.3589073803676 ; 890.8243385458791 1437.595299885647 
-1092.32957903888 -1633.734516987782 ; -1108.6669242087578 -1622.8112211973933 
-98.45973459846408 -549.8609139621393 ; -103.95834373808547 -548.8763166161547 
1192.1773738859526 1833.2994566133832 ; 1210.5103684520864 1821.3776828745238 
1435.2388506601617 1959.2917335193556 ; 1454.8317679953552 1944.939345012754 
-1071.3699349788965 -339.27326712072465 ; -1074.7626676501038 -328.5595677709357 
684.3252255363157 -480.1452270238501 ; 679.5237732660771 -486.98847927921327 
1438.4604881792354 -648.8395493658504 ; 1431.9720926855769 -663.2241542476428 
1309.7384877965542 686.727320069181 ; 1316.605760997246 673.6299351912155 
-377.01213738975764 304.07726748444503 ; -373.9713647149132 307.8473888583426 
1252.66307600607 -779.947252344677 ; 1244.8636034826231 -792.4738831047378 
1295.5871467713246 1299.6615745516356 ; 1308.583762516841 1286.7057030839223 
1466.6772112092813 -1427.3243067032752 ; 1452.4039681422485 -1441.991078815368 
-1491.9737192296482 -1879.9046335096318 ; -1510.7727655647445 -1864.9848963173354 
-362.2894209820307 440.8760767784969 ; -357.8806602142457 444.4989709883172 
1989.0709438070155 -1743.345520739995 ; 1971.6374885996156 -1763.2362301780652 
-129.31819679786335 1860.316648951919 ; -110.71503030834415 1861.6098309198976 
219.49822945634378 -690.911965507195 ; 212.58910980127183 -693.1069478017585 
-1375.1997760652077 -196.84505044961006 ; -1377.1682265697038 -183.09305268895798 
1179.9789855757836 -5.550973117400357 ; 1179.9234758446096 -17.35076297315819 
1560.9868630484614 144.66254739519871 ; 1562.4334885224134 129.0526787647141 
1567.3569500751375 1937.5553570146735 ; 1586.7325036452844 1921.881787513922 
1754.673160123754 251.33919790576647 ; 1757.1865521028117 233.79246630452892 
1732.6218805403075 -1156.5609327188765 ; 1721.0562712131189 -1173.8871515242797 
1455.5720196611803 -1691.248272805741 ; 1438.6595369331228 -1705.8039930023529 
1312.4130019194863 635.5474904099926 ; 1318.7684768235863 622.4233603907978 
-347.0843760944751 1351.8864366788857 ; -333.5655117276862 1355.3572804398304 
-7.459441336848679 -1552.8466049505655 ; -22.987907386354333 -1552.772010537197 
-1222.8987150737667 1404.1893983031814 ; -1208.856821090735 1416.418385453919 
-1528.1227539076858 773.7803425616678 ; -1520.3849504820691 789.0615701007447 
-1907.408445560206 1639.291641674406 ; -1891.015529143462 1658.3657261300082 
1787.6515827033859 1402.6840032340372 ; 1801.6784227357261 1384.8074874070032 
-1097.153358410182 -1860.4094991050476 ; -1115.7574534012324 -1849.437965520946 
1449.1542390563209 -228.84319725911124 ; 1446.8658070837298 -243.33473964967445 
1742.6710836742259 119.33047544654093 ; 1743.8643884286912 101.90376460979867 
1982.3953379118211 356.09765623011435 ; 1985.9563144741223 336.27370285099613 
-1814.6454308412788 1315.4860572734199 ; -1801.4905702685446 1333.6325115818327 
1633.7743449765867 1382.876081615655 ; 1647.6031057927432 1366.5383381658892 
649.6470262978758 -103.54403938504954 ; 648.6115859040252 -110.0405096480283 
1548.4213114479587 880.0265213548801 ; 1557.2215766615075 864.5423082404004 
-108.91448552844328 -1034.8088000270304 ; -119.26257352871359 -1033.719655171746 
540.1924003689473 1353.2989404383143 ; 553.7253897733304 1347.897016434625 
-649.0928970832604 -29.95300507393661 ; -649.3924271339997 -23.462076103104003 
1276.4856682822617 414.6111588360115 ; 1280.6317798706218 401.8463021531889 
592.5863953677955 1110.4727826517694 ; 603.6911231943131 1104.5469186980915 
-1435.003531118166 -662.3508513349149 ; -1441.6270396315151 -648.0008160237333 
-1698.1625685194433 -593.3921074888722 ; -1704.096489594332 -576.4104818036777 
320.0086115533715 1818.9821716117142 ; 338.19843326948865 1815.7820854961806 
1620.0059224525344 -1056.4627317263985 ; 1609.4412951352704 -1072.6627909509239 
-839.3082501734734 1209.132029783452 ; -827.2169298756389 1217.5251122851867 
-264.67948450992213 -753.9722866465244 ; -272.2192073763874 -751.3254918014252 
-1523.2694060227595 -1685.5803181933845 ; -1540.1252092046934 -1670.3476241331568 
502.75861225137993 -462.4236755189474 ; 498.13437549619044 -467.4512616414612 
329.5886887529277 -1796.177941862527 ; 311.6269093343024 -1799.4738287500563 
609.0321437980313 1163.8586542595792 ; 620.6707303406271 1157.768332821599 
-1701.034578142436 1966.3311278509184 ; -1681.3712668639268 1983.3414736323427 
1046.802232541529 1853.935986297178 ; 1065.341592404501 1843.4679639717629 
1950.3910240743885 -117.17401347285649 ; 1949.21928393966 -136.67792371360036 
-552.2420210775066 -859.9988222805825 ; -560.8420093003124 -854.4764020698075 
1872.0573626639048 -1212.0984438765647 ; 1859.9363782251392 -1230.8190175032037 
625.9693055603998 -1687.179629398846 ; 609.0975092664113 -1693.43932245445 
-1905.318481368956 -796.1094898230097 ; -1913.2795762671863 -777.0563050093201 
-1811.4817657177625 -1132.0480545935695 ; -1822.8022462636982 -1113.933236936392 
1506.370486914586 -1455.8509627754984 ; 1491.811977286831 -1470.9146676446442 
989.3778743031089 -143.3360718158396 ; 987.9445135849505 -153.22985055887068 
343.753138900593 1199.384304209278 ; 355.7469819426858 1195.9467728202721 
514.8474625461038 -1779.2810201022382 ; 497.05465234508137 -1784.4294947276992 
-680.5554485033888 1151.1554265372542 ; -669.0438942380163 1157.960981022288 
-1319.4496854736367 -971.9698197576664 ; -1329.1693836712134 -958.77532290293 
-1183.2465851634909 -1288.9996048996768 ; -1196.1365812124877 -1277.167139048042 
1274.4150515987328 -48.41328765386103 ; 1273.9309187221943 -61.15743816984836 
1664.667665756911 1140.4996467386234 ; 1676.0726622242971 1123.8529700810543 
-1581.1000613478782 1533.2612628491302 ; -1565.767448719387 1549.072263462609 
1566.1563134492399 -1691.7920742882693 ; 1549.2383927063572 -1707.4536374227616 
188.4204287781693 1789.8288935622459 ; 206.31871771379178 1787.9446892744643 
-1493.2131406124013 -1401.1107271647775 ; -1507.224247884049 -1386.1785957586535 
-1462.0547185508362 1688.503561011319 ; -1445.169682940723 1703.1241081968274 
-1530.1625605530987 1843.9635218988794 ; -1511.72292533411 1859.2651475044104 
906.9303214406901 -27.526021142904185 ; 906.6550612292612 -36.595324357311085 
147.89546321631795 309.0436264445654 ; 150.9858994807636 307.56467181240225 
1588.2085340718638 -966.6984173012052 ; 1578.5415498988518 -982.5805026419238 
-120.56089953468351 55.89356702621892 ; -120.00196386442133 57.099176021565754 
-1643.2719397223195 502.2068517127933 ; -1638.2498712051915 518.6395711100165 
1686.6125590136353 570.1885443742606 ; 1692.314444457378 553.3224187841242 
-393.68941510390226 244.55285807215816 ; -391.24388652318066 248.48975222319717 
1705.6039804924103 -1211.2902437166115 ; 1693.491078055244 -1228.3462835215355 
-1278.4590303477303 -401.1404418362856 ; -1282.4704347660931 -388.3558515328083 
-1066.1216330417494 -943.3913368116631 ; -1075.555546409866 -932.7301204812456 
541.5700158681647 -1983.5810671994716 ; 521.7342051961699 -1988.9967673581532 
-1885.447918525127 1006.0468612621282 ; -1875.3874499125059 1024.9013404473794 
-1942.684173360764 1252.2955172364645 ; -1930.1612181883993 1271.7223589700723 
-336.61179697668706 1774.0806765971085 ; -318.87099021071595 1777.4467945668755 
1336.961284545601 14.478822124961095 ; 1337.1060727668507 1.1092092795050839 
-109.87091669562128 -126.85002740186255 ; -111.1394169696399 -125.75131823490634 
657.4876224059824 -741.3535243392139 ; 650.0740871625902 -747.9284005632737 
-777.5463264391184 35.77417229293005 ; -777.1885847161891 43.54963555732123 
479.1330174896724 -1257.5102236486787 ; 466.5579152531856 -1262.3015538235754 
1376.0088123649725 1408.951694121511 ; 1390.0983293061877 1395.1916059978614 
-1159.2751658348777 -856.5811674873565 ; -1167.8409775097514 -844.9884158290077 
-1683.1364059433845 1139.9471626209922 ; -1671.7369343171745 1156.778526680426 
-851.7086607810172 -1961.9317766800402 ; -871.3279785478176 -1953.41469007223 
-286.09261738724274 340.108347906007 ; -282.6915339081827 342.9692740798794 
205.14190025874598 1661.8620066491965 ; 221.76052032523793 1659.810587646609 
610.6846177055783 -1726.3545325809505 ; 593.4210723797687 -1732.4613787580063 
-430.44040858335796 -1294.0908143351442 ; -443.38131672670943 -1289.7864102493106 
-1346.222564654744 -719.0326460573905 ; -1353.412891115318 -705.570420410843 
-447.86823546033224 64.10356144557045 ; -447.22719984587656 68.58224380017377 
-1515.2500494992487 -317.4970426279693 ; -1518.4250199255284 -302.3445421329768 
-1961.1201557534596 1509.719787090804 ; -1946.0229578825515 1529.3309886483385 
656.364384148376 880.5437335096501 ; 665.1698214834724 873.9800896681663 
-1740.4472671690887 -550.343704943245 ; -1745.9507042185212 -532.9392322715541 
890.6380432460326 563.2220531025862 ; 896.2702637770584 554.3156726701259 
1313.8533685557193 -1494.0164280696213 ; 1298.913204275023 -1507.1549617551784 
1299.4649813508015 1651.9270126555195 ; 1315.9842514773568 1638.9323628420116 
-1516.7158743689163 1933.1938026201465 ; -1497.3839363427148 1948.3609613638357 
-767.0225702155382 -1157.4221542231614 ; -778.5967917577698 -1149.751928521006 
464.9554824828761 -323.98652075521255 ; 461.715617275324 -328.63607558004134 
-342.69374259954276 740.4540760063579 ; -335.2892018394792 743.8810134323534 
-47.97804598118484 1440.076869731592 ; -33.57727728386892 1440.5566501914038 
1749.9327024468778 -1949.2220117916897 ; 1730.4404823289608 -1966.7213388161585 
145.95326679174863 1865.8859272067955 ; 164.6121260638166 1864.426394538878 
859.9250195994351 -1481.2369426076016 ; 845.1126501733592 -1489.8361928035958 
324.03637539691516 -998.9612570527652 ; 314.0467628263875 -1002.2016208067344 
-1794.648685215385 -51.300803151156884 ; -1795.1616932468967 -33.35431629900303 
-379.1138344596684 1622.1062274187495 ; -362.8927721854809 1625.8973657633462 
-1619.2811249082229 -1024.6624023149127 ; -1629.527748931372 -1008.4695910658305 
-1216.9369506241217 -1269.5928098023676 ; -1229.6328787221453 -1257.4234402961263 
1172.0641271949535 -454.01424241632543 ; 1167.5239847707903 -465.734883688275 
-1915.7103746539942 663.6434275721788 ; -1909.0739403782725 682.8005313187188 
569.8160559746217 -1498.0285079999264 ; 554.8357708946224 -1503.7266685596726 
1848.821055743173 1523.499106524671 ; 1864.0560468084198 1505.0108959672393 
1476.9854017181585 -215.93461811849954 ; 1474.8260555369736 -230.70447213568113 
1680.8704275063892 -1642.9928265209055 ; 1664.44049924118 -1659.8015307959695 
-182.64461167983745 -1476.7594875497236 ; -197.41220655533468 -1474.9330414329252 
495.84983627682806 1175.6073629473512 ; 507.6059099063016 1170.648864584583 
1144.9511299720002 -1110.9337666630581 ; 1133.8417923053696 -1122.383277962778 
-628.8887732748047 1729.4509764651746 ; -611.594263510153 1735.7398641979225 
1745.1047058697382 1563.912258032643 ; 1760.7438284500645 1546.4612109739455 
1794.0761851156194 669.7729281165047 ; 1800.7739143967844 651.8321662653485 
1460.7169377826147 -168.08771179750926 ; 1459.0360606646395 -182.6948811753354 
-367.97979366076066 -1539.3146558696994 ; -383.37294021945763 -1535.6348579330918 
-1098.2160363244943 -355.49479194056295 ; -1101.7709842438999 -344.512631577318 
1817.4683895899343 1925.511414633262 ; 1836.7235037362668 1907.3367307373626 
-627.908894869997 -1937.528942680857 ; -647.2841842968055 -1931.249853732157 
1031.5797136474632 1258.748501237268 ; 1044.167198659836 1248.4327041007934 
-716.6117497921733 -1897.768233174275 ; -735.589432123916 -1890.6021156763534 
-551.4748565739696 -1416.4095252235466 ; -565.6389518262051 -1410.894776657807 
-326.6681365638825 163.3864657516037 ; -325.0342719063665 166.65314711724253 
1323.6487608265331 -139.05700408155195 ; 1322.2581907857177 -152.29349168981727 
-1906.8853940402553 -36.41539385827041 ; -1907.2495479788379 -17.346539917867858 
-1064.8399040457466 386.63993991804335 ; -1060.9735046465662 397.28833895850084 
835.3192326721311 -873.5330691727881 ; 826.5839019804032 -881.8862614995095 
-534.4898011433665 -514.0365731055778 ; -539.6301668744223 -508.6916750941441 
1207.2797631596288 402.5356552601023 ; 1211.30511971223 390.462857628506 
333.3324969050121 -1151.3815584398465 ; 321.8186813206136 -1154.7148834088966 
1414.2732047879413 356.87200059793275 ; 1417.8419247939205 342.72926855005335 
-629.0618980261625 1324.5902210603035 ; -615.8159958155594 1330.880840040565 
1163.311553841352 1247.0871224112511 ; 1175.7824250654644 1235.4540068728377 
-1862.6732974353115 1145.8233771937225 ; -1851.2150636633742 1164.4501101680758 
-920.7903990271826 -577.4738169076719 ; -926.5651371962593 -568.2659129174001 
-1425.3540956960983 1699.732902141936 ; -1408.356766674679 1713.9864430988969 
463.81680970234413 572.2495452656747 ; 469.5393051550009 567.6113771686512 
-1628.728954554674 419.47646522880086 ; -1624.5341899023858 435.7637547743476 
851.3032667998558 -1135.6971988515454 ; 839.9462948113403 -1144.2102315195439 
-51.47861183359331 1559.4061690293904 ; -35.88455014329941 1559.9209551477263 
423.27528271531344 1123.5749371117574 ; 434.511032086431 1119.3421842846044 
1759.1476330768385 1697.6401648596748 ; 1776.1240347254352 1680.0486885289065 
-781.7995291429971 -231.4717391945967 ; -784.114246534943 -223.6537439031667 
1553.7278439934173 1812.2756509927335 ; 1571.8506005033446 1796.7383725527993 
-261.8255273273879 1835.7432352581482 ; -243.46809497480638 1838.361490531422 
25.205583797751746 -1580.7205783413845 ; 9.3983780143379 -1580.9726341793619 
223.8255010157753 1570.1153725750364 ; 239.52665474152568 1567.8771175648787 
754.4981970525085 176.94526667184792 ; 756.267649719227 169.40028470132285 
-1932.6395275588775 955.1298989266509 ; -1923.088228569611 974.4562942022396 
-1380.4388558071219 418.7872032054567 ; -1376.2509837750672 432.5915917635279 
-1993.4012723555477 -940.5908799646394 ; -2002.807181155194 -920.6568672410839 
-401.38940285718814 346.35894018731574 ; -397.925813455315 350.3728342158876 
-1987.5167384036577 -1029.21247155779 ; -1997.8088631192356 -1009.3373041737534 
-1948.4582334152146 1352.9630415209385 ; -1934.9286030000053 1372.4476238550906 
1036.9362101905049 -686.0969885580932 ; 1030.075240304924 -696.4663506599983 
-855.2864896917196 1816.6937555904267 ; -837.1195521358153 1825.246620487344 
-231.9096883006566 637.083606702034 ; -225.53885223363625 639.4027035850405 
68.37946979861499 -1712.7764561162771 ; 51.25170523745222 -1713.4602508142632 
-1552.164870622915 -260.0957458065185 ; -1554.7658280809803 -244.57409710028935 
110.48209848806113 -1106.6721777670646 ; 99.41537671039048 -1107.7769987519453 
-729.7274129991463 812.7584831592264 ; -721.599828167554 820.0557572892179 
-870.361680855594 1724.9100431027568 ; -853.1125804245664 1733.6136599113129 
-342.34498352694123 1393.4928117746642 ; -328.41005540919457 1396.9162616099336 
-783.0107582840986 -163.0390638232123 ; -784.6411489223308 -155.20895624037132 
1287.7061744759553 -135.08411066067808 ; 1286.3553333693485 -147.96117240543762 
-256.77990816658763 -1833.1607911594967 ; -275.1115160781826 -1830.5929920778308 
835.6972032322612 311.96130586158864 ; 838.8168162908771 303.604333829266 
-821.5836663715314 1000.5824099053998 ; -811.5778422724774 1008.7982465691151 
103.18016349715896 352.8703477449214 ; 106.70886697460817 351.8385461099498 
25.17098480774111 1933.372814268223 ; 44.50471295042334 1933.1211044201457 
994.7931279452326 -277.0648505276948 ; 992.0224794399556 -287.0127818071471 
-129.72213963295854 -108.72534967112006 ; -130.80939312966976 -107.42812827479047 
438.52357043997023 -0.5906160127316573 ; 438.5176642798429 -4.97585171713136 
-1065.74690703066 1141.4600326534235 ; -1054.3323067041258 1152.1175017237301 
-1189.1341458985194 258.59988308288644 ; -1186.5481470676905 270.49122454187165 
191.07558954538214 1455.5216846691787 ; 205.63080639207394 1453.610928773725 
1712.7274620340688 347.5801180069776 ; 1716.2032632141386 330.4528433866369 
317.32155351324144 -172.97306770621339 ; 315.5918228361793 -176.1462832413458 
-117.06201333434754 -941.8952826866085 ; -126.48096616121363 -940.724662553265 
728.7470951689969 1942.936761289125 ; 748.1764627818882 1935.6492903374349 
214.2476724191244 1967.7560784192142 ; 233.92523320331654 1965.613601695023 
1479.0314075874512 -1478.726842073413 ; 1464.244139166717 -1493.5171561492875 
-1553.2848262084888 749.543814121004 ; -1545.7893880672787 765.0766623830889 
-1000.8322944764363 -60.88706520274642 ; -1001.4411651284638 -50.878742257982054 
1681.5105464388273 -424.8311940468838 ; 1677.2622344983586 -441.6462995112721 
1138.6490365150346 -819.8011182084233 ; 1130.4510253329504 -831.1876085735737 
1816.00520099798 -1165.1017728448323 ; 1804.3541832695316 -1183.2618248548122 
626.5669326354758 1542.3401106767808 ; 641.9903337422436 1536.074441350426 
-115.23173591895265 1267.1331623964486 ; -102.56040429498816 1268.285479755638 
707.4031958965762 1910.3431229573534 ; 726.5066271261497 1903.2690909983876 
190.00240589423984 1933.0553162295862 ; 209.3329590565357 1931.1552921706439 
427.07463400372274 1747.6227682351384 ; 444.55086168607414 1743.3520218951012 
-1707.1723565825023 952.1332524928032 ; -1697.6510240575742 969.2049760586282 
-1258.8678873338913 702.6018269806657 ; -1251.8418690640847 715.1905058540046 
1707.4114842882327 1324.8033341428663 ; 1720.6595176296614 1307.729219299984 
1916.5961150744204 -80.49239090517845 ; 1915.7911911653687 -99.65835205592266 
798.5042909173952 -1229.4972347677087 ; 786.2093185697181 -1237.4822776768826 
1753.6566080700004 213.54985114695958 ; 1755.79210658147 196.01328506625958 
-227.10601754344344 -23.49807423937058 ; -227.34099828583714 -21.227014063936146 
1602.5654088089627 -1395.1553358574517 ; 1588.6138554503882 -1411.1809899455413 
-1378.4720464456234 -602.4801303961794 ; -1384.4968477495852 -588.6954099317232 
998.6693873027115 1861.5319110174644 ; 1017.2847064128861 1851.5452171444372 
37.562928954580705 1272.4470392863518 ; 50.28739934744422 1272.071409996806 
-1421.3428671164788 -666.4557797943703 ; -1428.0074249144225 -652.2423511232055 
157.0029207444356 -1814.0336243242918 ; 138.86258450119269 -1815.6036535317362 
177.2557598723597 -1979.4708531071608 ; 157.46105134128808 -1981.2434107058843 
1910.149936885746 -249.35648768219272 ; 1907.656372008924 -268.45798705105017 
-216.67751793830612 1848.4089278708097 ; -198.19342865959803 1850.5757030501927 
-1480.1206997264396 1976.3740213957376 ; -1460.3569595124823 1991.175228393002 
-864.325425014502 1815.481361642403 ; -846.170611398078 1824.124615892548 
1841.219175431157 -1110.4964378662758 ; 1830.1142110524943 -1128.9086296205874 
1001.635498785626 -729.5553866916572 ; 994.3399449187095 -739.5717416795135 
1774.3741927498013 -1935.6429667922732 ; 1755.0177630818785 -1953.3867087197711 
-687.3766529562358 645.3066453392424 ; -680.9235865028434 652.1804118688048 
82.09146142902547 981.3057688316147 ; 91.90451911734162 980.4848542173245 
752.0308168958464 173.16928991273113 ; 753.7625097949738 165.64898174377265 
-233.17151367024275 -1976.4454902182938 ; -252.93596857242568 -1974.1137750815915 
-1162.1574955988565 1319.5972412738613 ; -1148.9615231861178 1331.2188162298498 
-777.7233208342399 773.076584201211 ; -769.9925549922277 780.8538174095534 
-1151.6006606000228 1520.1076233546282 ; -1136.3995843664766 1531.6236299606285 
-560.1490651065728 -1922.0323256881334 ; -579.3693883634542 -1916.4308350370677 
-883.6228099240498 -537.1828689519429 ; -888.9946386135692 -528.3466408527023 
1694.2502521595052 -1010.1932093694019 ; 1684.148320065811 -1027.1357118909968 
-1902.884232874892 -1186.7967010259235 ; -1914.7521998851512 -1167.7678586971747 
-1688.3417176969583 1064.72431497694 ; -1677.694474547189 1081.6077321539094 
983.6684060906791 1809.3898469571877 ; 1001.762304560251 1799.553162896281 
-1046.913396488573 -1343.7249303492297 ; -1060.3506457920653 -1333.255796384344 
-912.3742292690115 653.6013731489253 ; -905.8382155375223 662.7251154416155 
-1357.7587233909233 637.4143280430379 ; -1351.3845801104928 650.9919152769471 
1308.471059807069 1853.783681175748 ; 1327.0088966188264 1840.6989705776773 
707.8476911885033 -810.3089416487861 ; 699.7446017720155 -817.3874185606711 
-1038.932436030132 -289.84532289000236 ; -1041.8308892590321 -279.45599852970105 
1797.8488861072146 -1791.233388133707 ; 1779.9365522258777 -1809.211876994779 
825.1773320668296 -86.52747139621587 ; 824.3120573528674 -94.77924471688416 
-1644.0107452113427 -1547.5868712067233 ; -1659.48661392341 -1531.14676375461 
-1798.01837264762 633.6843324827544 ; -1791.6815293227926 651.6645162092306 
549.5357885640233 -1211.4656058564196 ; 537.4211325054591 -1216.96096374206 
-1874.97054686389 -51.981185811548684 ; -1875.4903587220053 -33.231480342909784 
1950.782759778546 -375.4913593295765 ; 1947.0278461852504 -394.99918692736196 
-805.6074316139596 633.0020092558864 ; -799.2774115214008 641.058083572026 
294.8261254559224 346.5717731616532 ; 298.2918431875389 343.623511907094 
1110.409881409784 -857.0970189975752 ; 1101.8389112198083 -868.201117811673 
926.0091100960972 -973.9511061367684 ; 916.2695990347295 -983.2111972377294 
-1203.6136920871122 -275.5946917603486 ; -1206.3696390047157 -263.5585548394775 
1567.6475564007103 -1446.5972132329052 ; 1553.1815842683814 -1462.2736887969124 
1473.1992420525503 -1734.2730117326291 ; 1455.856511935224 -1749.0050041531547 
502.1075657569903 1083.6276780538858 ; 512.9438425375291 1078.6066023963158 
1658.4469321978002 -977.8107743690042 ; 1648.66882445411 -994.3952436909822 
-1699.3493965238463 1422.6792415490252 ; -1685.122604108356 1439.6727355142636 
-1591.2202923663588 -1879.323087313626 ; -1610.013523239495 -1863.4108843899623 
1199.5593927658529 862.0236626400015 ; 1208.179629392253 850.0280687123429 
1899.8998783182415 493.96121899962395 ; 1904.8394905082378 474.96222021644155 
-456.76810224578 -1434.3575161634574 ; -471.1116774074146 -1429.7898351409997 
-602.8315680898606 -75.31702236749936 ; -603.5847383135356 -69.28870668660076 
-1985.3913379495768 -1909.1070575734275 ; -2004.482408525311 -1889.2531441939318 
1673.0233517150696 891.7657156094809 ; 1681.9410088711643 875.0354820923302 
1548.3032892932597 -1837.515213482782 ; 1529.9281371584318 -1852.9982463757146 
1023.0897554120049 673.6554523116163 ; 1029.8263099351211 663.4245547574963 
543.6188191916473 -827.94076850062 ; 535.3394115066411 -833.3769566925365 
-572.1168334613568 -1574.3585227277679 ; -587.8604186886345 -1568.6373543931543 
-369.049523780667 283.57650897844206 ; -366.21375869088257 287.2670042162487 
149.68356904273438 -382.2082428737397 ; 145.861486613997 -383.7050785641671 
1219.387127496066 -1814.1564737699664 ; 1201.2455627583663 -1826.350345044927 
-943.4135536443066 -409.28155407254883 ; -947.5063691850321 -399.84741853610575 
-1082.1319355092755 -685.4817342804723 ; -1088.9867528520804 -674.6604149253795 
-1065.6530888943619 1448.3101784833573 ; -1051.1699871095284 1458.9667093723008 
-1332.2319412700328 -1369.170134315732 ; -1345.9236426131902 -1355.8478149030316 
-1785.4686775985735 947.4400193862625 ; -1775.9942774047108 965.2947061622483 
-463.0988354674039 1663.584889158172 ; -446.4629865758222 1668.215877512846 
566.4368406535502 -395.20983789598114 ; 562.4847422745904 -400.87420630251665 
-1186.644783652179 1088.083300024937 ; -1175.7639506519297 1099.9497478614587 
1031.754318874789 -75.90779397967046 ; 1030.9952409349924 -86.22533716841835 
18.514083138487145 -1898.5901921967238 ; -0.4718187834800922 -1898.7753330281087 
-910.8554732728663 163.68881077251376 ; -909.2185851651412 172.79736550524242 
-1988.0556716700294 -772.825694145169 ; -1995.783928611481 -752.9451374284687 
-282.8828290446869 1854.8108710908737 ; -264.33472033377814 1857.6396993813205 
-526.3168629406325 -1247.5862621534839 ; -538.7927255621673 -1242.3230935240774 
-422.38611112434387 -34.965270087182304 ; -422.7357638252157 -30.741408975938867 
-933.9989425879022 1475.86954843536 ; -919.2402471035487 1485.209537861239 
